device,config,model,query_id,dataset,warmup,ttft_ms,e2e_ms,t_retrieval_ms,t_prefill_ms,t_decode_ms,n_tokens,peak_rss_mb,t_query_start,t_query_end,energy_gross_j,energy_idle_subtracted_j,answer_text,retrieved_ids,is_mock,em,f1,faithfulness,accuracy_harmonic
laptop,C3,gemma-2-2b-it,hotpot-56,hotpotqa,0,20815.861,25664.899,8.879,20806.982,948.9804,5,11294.8,1783121524.10558,1783121549.7651649,595.2013,0.0,Drifting,wiki-776|wiki-8793|wiki-4094|wiki-2659|wiki-2454|wiki-2457|wiki-777|wiki-10697|wiki-3668|wiki-5418,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-57,hotpotqa,0,11948.989,15564.242,8.583,11940.406,389.7738,9,11273.2,1783121550.2499578,1783121565.811022,361.0323,0.0,You don't know.,wiki-793|wiki-785|wiki-9487|wiki-3313|wiki-9689|wiki-10669|wiki-10621|wiki-10320|wiki-1224|wiki-3832,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-58,hotpotqa,0,18228.714,24664.194,11.358,18217.356,709.9079,9,11387.4,1783121566.457021,1783121591.1160836,572.1172,0.0,You don't know.,wiki-806|wiki-802|wiki-801|wiki-797|wiki-148|wiki-9936|wiki-10139|wiki-10132|wiki-10140|wiki-4672,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-59,hotpotqa,0,16987.857,17750.549,7.657,16980.2,135.3202,5,11267.1,1783121591.4434867,1783121609.1904197,412.3081,0.0,No.,wiki-813|wiki-810|wiki-808|wiki-10656|wiki-672|wiki-4649|wiki-10710|wiki-7260|wiki-11327|wiki-4448,0,1,1.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-60,hotpotqa,0,22100.867,24754.978,13.813,22087.054,285.813,9,11289.4,1783121609.5783002,1783121634.3281727,591.7209,0.0,Muggsy Bogues.,wiki-9219|wiki-832|wiki-822|wiki-5498|wiki-9964|wiki-7544|wiki-9406|wiki-6871|wiki-9407|wiki-830,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-61,hotpotqa,0,19597.024,21968.473,11.85,19585.174,450.3802,5,11330.7,1783121634.7625973,1783121656.726535,537.5128,0.0,Talia Shire,wiki-836|wiki-844|wiki-837|wiki-835|wiki-846|wiki-2954|wiki-3700|wiki-6757|wiki-10098|wiki-3698,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-62,hotpotqa,0,14766.743,15917.121,10.425,14756.318,177.107,6,11308.7,1783121657.141015,1783121673.0550792,389.6833,0.0,Virginia Woolf.,wiki-849|wiki-10957|wiki-847|wiki-5263|wiki-4600|wiki-4598|wiki-848|wiki-856|wiki-850|wiki-851,0,0,0.8,1.0,0.8889
laptop,C3,gemma-2-2b-it,hotpot-63,hotpotqa,0,13514.687,15634.276,11.544,13503.143,288.8741,7,11278.3,1783121673.4470015,1783121689.0814319,382.7465,0.0,821,wiki-866|wiki-860|wiki-863|wiki-865|wiki-867|wiki-1501|wiki-858|wiki-859|wiki-862|wiki-861,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-64,hotpotqa,0,19198.405,25275.096,13.074,19185.331,860.679,7,11397.6,1783121689.4733567,1783121714.7486053,618.7634,0.0,150,wiki-871|wiki-874|wiki-10891|wiki-9314|wiki-4807|wiki-10221|wiki-11496|wiki-136|wiki-872|wiki-10226,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-65,hotpotqa,0,26612.851,28654.805,71.544,26541.307,387.9,5,11274.1,1783121715.1198797,1783121743.7748277,714.3578,0.0,Charmed,wiki-883|wiki-7566|wiki-8635|wiki-10757|wiki-1780|wiki-885|wiki-887|wiki-7568|wiki-11830|wiki-2653,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-66,hotpotqa,0,21537.916,22989.282,102.621,21435.295,267.0118,5,11328.1,1783121744.14562,1783121767.1350384,587.1861,0.0,IBF,wiki-897|wiki-905|wiki-10401|wiki-906|wiki-8411|wiki-3002|wiki-349|wiki-3199|wiki-10600|wiki-6728,0,0,0.0,1.0,0.0
